"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"17.3","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp20-24",1.07657418947639,0.0937311091404793,11.485772432959,1.55539032043911e-30,99.3858423717638,121.479799815364,921131812
"17.4","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp25-34",1.10166866690442,0.0937115191135369,11.7559578302182,6.58102097729893e-32,87.7665030926058,126.156626569605,921131812
"17.5","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp35-44",1.03724436580606,0.0937174025215584,11.0677882431436,1.79783066396802e-28,79.1274974189039,114.381188526709,921131812
"17.6","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp45-54",0.987267990190116,0.0937249679516424,10.5336711419256,6.0430718548668e-26,72.0930466766832,105.753207455809,921131812
"17.7","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp55-64",0.887530771524267,0.0937569292679118,9.4662952216378,2.89945105154328e-21,58.5162412356608,89.7674339818954,921131812
"17.8","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp65-199",0.66701470716727,0.0938656899455007,7.10605448651733,1.19407289420638e-12,35.9995006945921,59.5905158159301,921131812
"17.9","high","4 yr.","mnwk","no","no","all","Male","Logit","curr_pts_grp1-3",0.621577984322573,0.00318570457456596,195.114760259043,0,NA,NA,921131812
"17.10","high","4 yr.","mnwk","no","no","all","Male","Logit","curr_pts_grp4-6",1.03648841378152,0.00320032631513266,323.869603196558,0,NA,NA,921131812
"17.11","high","4 yr.","mnwk","no","no","all","Male","Logit","curr_pts_grp7-9",1.29913416637701,0.00348808273685405,372.449355243424,0,NA,NA,921131812
"17.12","high","4 yr.","mnwk","no","no","all","Male","Logit","curr_pts_grp10-150",1.65883025639151,0.00349196520928711,475.042034204621,0,NA,NA,921131812
"17.13","high","4 yr.","mnwk","no","no","all","Male","Logit","month02",0.146269282410901,0.00514919464248139,28.4062445812718,1.69309807158481e-177,NA,NA,921131812
"17.14","high","4 yr.","mnwk","no","no","all","Male","Logit","month03",0.160357417742069,0.00502846015268667,31.8899648944004,3.67841375384861e-223,NA,NA,921131812
"17.15","high","4 yr.","mnwk","no","no","all","Male","Logit","month04",0.142119764672513,0.00509623872324602,27.8871874710748,3.81598159233169e-171,NA,NA,921131812
"17.16","high","4 yr.","mnwk","no","no","all","Male","Logit","month05",0.171758169727177,0.005014330537347,34.2534598483114,3.87359761289473e-257,NA,NA,921131812
"17.17","high","4 yr.","mnwk","no","no","all","Male","Logit","month06",0.157943032566605,0.0050762136608681,31.1143389775274,1.54111208604436e-212,NA,NA,921131812
"17.18","high","4 yr.","mnwk","no","no","all","Male","Logit","month07",0.136219272100391,0.0050617135924851,26.9116909938621,1.60278947297141e-159,NA,NA,921131812
"17.19","high","4 yr.","mnwk","no","no","all","Male","Logit","month08",0.0332200731156804,0.00518546113522922,6.40638744546524,1.49008018477772e-10,NA,NA,921131812
"17.20","high","4 yr.","mnwk","no","no","all","Male","Logit","month09",0.25812701388835,0.00496120519091054,52.0290945355912,0,NA,NA,921131812
"17.21","high","4 yr.","mnwk","no","no","all","Male","Logit","month10",0.217057408733097,0.00495922042827306,43.7684535044316,0,NA,NA,921131812
"17.22","high","4 yr.","mnwk","no","no","all","Male","Logit","month11",0.198953512682922,0.00502128007752181,39.6220703906868,0,NA,NA,921131812
"17.23","high","4 yr.","mnwk","no","no","all","Male","Logit","month12",-0.530925769046146,0.00607782302787455,-87.3545949941576,0,NA,NA,921131812
"17.24","high","4 yr.","mnwk","no","no","all","Male","Logit","weekdayMonday",0.399301079523334,0.00420226987217192,95.0203322655613,0,NA,NA,921131812
"17.25","high","4 yr.","mnwk","no","no","all","Male","Logit","weekdayTuesday",0.494275656737694,0.00412672976863353,119.774175787954,0,NA,NA,921131812
"17.26","high","4 yr.","mnwk","no","no","all","Male","Logit","weekdayWednesday",0.544974807787941,0.00408852143062618,133.293861126827,0,NA,NA,921131812
"17.27","high","4 yr.","mnwk","no","no","all","Male","Logit","weekdayThursday",0.501036006673894,0.00412328651295367,121.513750038918,0,NA,NA,921131812
"17.28","high","4 yr.","mnwk","no","no","all","Male","Logit","weekdayFriday",0.415074131578715,0.00419265766605447,99.0002439119538,0,NA,NA,921131812
"17.29","high","4 yr.","mnwk","no","no","all","Male","Logit","weekdaySaturday",0.0959836819410942,0.00449173443013167,21.3689574559911,2.59870773253889e-101,NA,NA,921131812
"18","high","4 yr.","mnwk","no","no","1","Male","Logit","(Intercept)",-13.3474243666135,0.700290486548358,-19.0598396279824,5.44414297966905e-81,NA,NA,921131812
"18.1","high","4 yr.","mnwk","no","no","1","Male","Logit","policyTRUE",-0.0735466849368362,0.00761726712870485,-9.65525872916855,4.66978985999699e-22,-0.556659912879536,-0.617240691284913,921131812
"18.2","high","4 yr.","mnwk","no","no","1","Male","Logit","age_grp16-19",2.14981166527074,0.700462263718463,3.06913273794121,0.00214681182430408,8.58734043791634,7.53169934480221,921131812
"18.3","high","4 yr.","mnwk","no","no","1","Male","Logit","age_grp20-24",2.17077948976031,0.700074478630338,3.10078363948838,0.0019300926240827,6.73933299719955,7.71232122413668,921131812
"18.4","high","4 yr.","mnwk","no","no","1","Male","Logit","age_grp25-34",2.43272516536582,0.700019661241742,3.47522405449368,0.000510426834389471,7.33373128941642,10.3189727254421,921131812
"18.5","high","4 yr.","mnwk","no","no","1","Male","Logit","age_grp35-44",2.49266842243968,0.700025833365357,3.56082347769402,0.000369693564126109,7.72023077036973,11.0177183496681,921131812
"18.6","high","4 yr.","mnwk","no","no","1","Male","Logit","age_grp45-54",2.48753664477446,0.700036449143268,3.55343874996624,0.000380229728565484,7.51224524181727,10.9562457687276,921131812
