"","(Intercept)","policyTRUE","age_grp16-19","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:age_grp16-19","policyTRUE:age_grp20-24","policyTRUE:age_grp25-34","policyTRUE:age_grp35-44","policyTRUE:age_grp45-54","policyTRUE:age_grp55-64","policyTRUE:age_grp65-199","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"policyTRUE:curr_pts_reg1",7.25772542540257e-14,-2.25830696020987e-13,2.74809429310234e-13,6.48956161785967e-14,7.5188929698714e-14,9.06920048984822e-14,8.3591682713609e-14,6.93086881892196e-14,3.69135370473807e-14,-3.21534521108987e-11,-1.56824200281833e-13,-1.5704769523573e-13,-1.69470373410138e-13,-1.62081707064737e-13,-1.59132842357018e-13,-1.72167536657667e-13,-1.66967164272839e-13,-1.55573605140078e-13,-1.66018842306613e-13,3.95689787008411e-15,1.26332862018013e-14,3.81941999888882e-14,2.67368081291713e-14,1.47868083119094e-14,2.35093966552533e-14,1.18172164515869e-14,1.92683303032989e-14,2.31164670170556e-14,-2.30112696793617e-15,4.52677293323067e-15,-1.32255046141631e-15,1.41154324574724e-14,1.54691790820346e-15,1.64576296200273e-15,3.99888374954723e-15,8.40532960587785e-17,-4.65148301124779e-13,-2.73599264779013e-14,-8.15524648188692e-14,-9.82657313955573e-14,-9.90048933086435e-14,-9.03291455143623e-14,-2.70974504761545e-14,5.68452604804853e-11,2.95608576563753e-13,2.95859159804757e-13,3.15377460206678e-13,3.02853490282146e-13,2.98925495625756e-13,3.17709601413425e-13,3.08658258324341e-13,2.94091219130549e-13,3.1208692443232e-13
"policyTRUE:curr_pts_reg2",7.57100960951733e-14,-1.70683582815209e-13,3.95753497438797e-13,6.35692788242562e-14,6.74266302325068e-14,8.10669516308554e-14,8.43800040842858e-14,7.6324498375536e-14,4.20487840403773e-14,-1.5702202216941e-13,-6.91841120260567e-12,-1.58527872770823e-13,-1.72608551660001e-13,-1.61952961322281e-13,-1.59565350115168e-13,-1.74464352567135e-13,-1.66893798663163e-13,-1.56359269693322e-13,-1.68408659631809e-13,1.08927669986238e-14,2.59984897321414e-14,3.39557365645291e-14,2.01250693381614e-14,1.65861578162995e-14,1.10947090940093e-14,3.16611339782911e-15,1.06461055085341e-14,1.16100139628064e-14,4.95412046177423e-15,1.4636326814122e-14,-3.34553712274677e-15,-2.9584360755836e-15,-2.37252748946871e-15,-6.2457061567146e-15,8.90498634460057e-16,3.0350800936872e-15,-7.10749905931921e-13,-1.16704964525326e-13,-1.25486756517164e-13,-1.42818487988769e-13,-1.53558251795316e-13,-1.36824969632383e-13,-7.84726932846856e-14,2.95608576563752e-13,1.18577967345252e-11,2.99489221812646e-13,3.2160784452124e-13,3.05495275195779e-13,3.02650748657862e-13,3.24744175608037e-13,3.12867206496043e-13,2.98124072512596e-13,3.21423294041501e-13
"policyTRUE:curr_pts_reg3",3.48896275977723e-13,-7.35001448872823e-13,3.33521526554808e-13,-1.33498320896867e-13,-1.92617575294417e-13,-1.89530325211188e-13,-2.13927792516964e-13,-2.14067925546954e-13,-2.23832033355762e-13,-1.57124220773428e-13,-1.58483765556115e-13,-5.49326931781235e-12,-1.88289149896218e-13,-1.69209200885684e-13,-1.68366473415024e-13,-1.96299208262272e-13,-1.81598271735948e-13,-1.70804619275972e-13,-1.92553390960626e-13,1.10094636791032e-14,2.65250140958525e-14,2.82579837880256e-14,2.16775035354539e-14,1.50455564202787e-14,9.09463553157621e-15,8.12828665223431e-15,1.10096052572088e-14,1.4119039245156e-14,8.15096988995248e-15,1.7069368866649e-14,-3.16563576626281e-15,-6.65059137763741e-16,-3.75009766319718e-15,-8.66729787743507e-15,1.53667111262515e-15,3.64285611906896e-16,-5.59596528108798e-13,3.09088569566281e-13,4.10898214872919e-13,4.16671409810337e-13,4.54107130022187e-13,4.63748926702551e-13,4.75985279249122e-13,2.95859159804758e-13,2.99489221812646e-13,1.02678213457396e-11,3.48801720477546e-13,3.19669323044249e-13,3.20466156531131e-13,3.61779684222235e-13,3.39436131799513e-13,3.28087025472767e-13,3.70293905838805e-13
"policyTRUE:curr_pts_reg4",3.4624622036356e-13,-6.88916386061458e-13,8.88443935189958e-13,-4.26708183464333e-14,-1.55149883295675e-13,-1.98138034665469e-13,-2.22403847001542e-13,-2.4930838798908e-13,-2.99851151373188e-13,-1.6980089358673e-13,-1.7247174993558e-13,-1.88180682637847e-13,-5.43476452907147e-11,-1.99387854125859e-13,-1.98620733204807e-13,-2.53683081513216e-13,-2.25693547123486e-13,-2.11789574214543e-13,-2.55024844041439e-13,2.62465723141048e-14,4.3966077110474e-14,5.00334079287782e-14,3.30323091471192e-14,4.10477028794331e-14,2.74364100168759e-14,1.65401749007215e-14,2.08423658494933e-14,2.00386503377945e-14,1.43762082940354e-14,2.57644241665235e-14,-1.3013153705946e-14,-3.72275369718791e-16,-6.9189759329308e-15,-8.57666278660513e-15,-2.16499122787042e-15,2.30959634098301e-15,-1.45597360737121e-12,9.51694515867471e-14,3.03709784419064e-13,3.64940059355503e-13,4.0163791234193e-13,4.52151142871637e-13,5.5529057610139e-13,3.15377460206676e-13,3.21607844521238e-13,3.48801720477546e-13,8.99882011237942e-11,3.66899723792736e-13,3.69594950713261e-13,4.45923242849122e-13,4.06847910959449e-13,3.9257193689539e-13,4.71348973298304e-13
"policyTRUE:curr_pts_reg5",2.22849459183741e-14,-1.03219324184297e-13,6.72320526939497e-13,2.69928585527781e-13,1.74925091969091e-13,1.39805453787508e-13,1.09059447057965e-13,7.97857880523669e-14,2.50360036598419e-14,-1.622959373964e-13,-1.6187681253866e-13,-1.69237607878505e-13,-1.99604527872001e-13,-3.24670944061428e-11,-1.80633014129883e-13,-2.16581568579842e-13,-2.01415422618485e-13,-1.77850172285736e-13,-2.17947138788017e-13,1.69974948722326e-14,4.53001361695542e-14,5.39497199115969e-14,4.0566524831725e-14,2.72605339373873e-14,1.99563691438772e-14,1.42328297203544e-15,2.3997408451959e-14,2.41278296601187e-14,1.89703127077468e-14,2.86764957438672e-14,-1.22350178491985e-15,5.77644745158005e-15,6.63236183588449e-16,-6.96346496794754e-15,-1.3477821060535e-16,1.52493003682488e-16,-1.16640165360777e-12,-5.14657945930724e-13,-3.23830708136179e-13,-2.47048688244663e-13,-1.85809157855409e-13,-1.37950212974777e-13,-3.25035464911543e-14,3.02853490282146e-13,3.05495275195777e-13,3.19669323044248e-13,3.66899723792732e-13,5.68206187626797e-11,3.43989520314855e-13,3.96887591714601e-13,3.77332972199703e-13,3.42736326432491e-13,4.17419661436772e-13
"policyTRUE:curr_pts_reg6",1.98161938665681e-13,-4.00701739841207e-13,4.59752974576252e-13,1.55553362285594e-13,9.61324107737002e-15,-3.04682060778085e-14,-8.34929675814253e-14,-1.03428492688667e-13,-1.27791823580507e-13,-1.59368443608633e-13,-1.59257642783177e-13,-1.68099698632713e-13,-1.98448618694505e-13,-1.80085708148711e-13,-4.61281512429367e-11,-2.19244452861729e-13,-2.03282008791946e-13,-1.79407324644829e-13,-2.23361648350199e-13,1.46530712474082e-14,4.28682956963935e-14,4.86622440516116e-14,4.29077681748944e-14,3.71259505638412e-14,2.01245814894814e-14,1.61306244268227e-15,2.29124278044915e-14,1.90219099753046e-14,1.39036845863593e-14,2.49150466656498e-14,-6.03714961233146e-15,2.21885822653565e-15,-3.5518660248213e-15,-1.6922111078058e-14,8.77921408916076e-16,5.53892593882446e-15,-9.05641189989024e-13,-3.19403337062254e-13,-3.06811715063434e-14,5.14425844237865e-14,1.30914696483007e-13,1.92654526010314e-13,2.30473132425993e-13,2.98925495625757e-13,3.02650748657859e-13,3.20466156531129e-13,3.69594950713262e-13,3.43989520314854e-13,8.16872295207392e-11,4.05369306501538e-13,3.83713816107562e-13,3.50741108920173e-13,4.33791843734628e-13
"policyTRUE:curr_pts_reg7",2.44251628272223e-13,-4.22484357476974e-13,1.04527096684709e-12,3.33965573195009e-13,-1.54785430577283e-14,-9.34702184222312e-14,-1.61392383921184e-13,-1.76691129865005e-13,-2.296106796638e-13,-1.72529262164033e-13,-1.74257037867981e-13,-1.96142855229073e-13,-2.53778082100734e-13,-2.16260570864725e-13,-2.19626824391312e-13,-1.42923145865303e-10,-2.5959662342744e-13,-2.35298559113444e-13,-3.1062805030776e-13,3.36886601244885e-14,6.78212962474037e-14,8.62057739186045e-14,5.27285093155181e-14,1.80805157582239e-14,2.41365582958909e-14,1.06164195571677e-15,2.73401559699113e-14,4.19454892423885e-14,7.19345063523638e-15,4.89665368669637e-14,-6.08978721487499e-15,1.43567407384308e-14,-1.44504961341648e-14,-3.21675747683938e-14,-1.2883179117527e-14,-1.49938004660996e-14,-1.79364201334842e-12,-6.28671828992624e-13,-5.42532281815059e-14,8.38074434964731e-14,1.97619312359489e-13,2.46370685856546e-13,3.4521423558284e-13,3.17709601413425e-13,3.24744175608034e-13,3.61779684222234e-13,4.45923242849125e-13,3.96887591714603e-13,4.05369306501536e-13,2.44759858385427e-10,4.64078397027889e-13,4.32815916781663e-13,5.6251177309884e-13
"policyTRUE:curr_pts_reg8",-8.05446364284215e-16,-8.61844895096833e-14,8.90440032653995e-13,4.94264634311435e-13,2.63255802973828e-13,1.47679469029367e-13,1.01544286114352e-13,5.32719491734554e-14,1.1057253536215e-14,-1.67214073159965e-13,-1.6654519106573e-13,-1.81433065405339e-13,-2.25618692369475e-13,-2.0099493100052e-13,-2.03642687255293e-13,-2.59517776331269e-13,-1.34803791220175e-10,-2.06244528602727e-13,-2.73951043118747e-13,3.02181669662721e-14,6.37240525868535e-14,9.11531701710048e-14,6.2581517639347e-14,5.40323809462889e-14,5.10278043755033e-14,1.07561476834951e-14,3.60049587031346e-14,4.25018111999952e-14,1.34312741980404e-14,5.89912185686874e-14,-1.79312205030405e-14,-8.48067141316659e-15,-2.61045017952937e-14,-2.6252632554071e-14,-1.05710797353419e-14,-1.83677942364808e-15,-1.4778183381732e-12,-9.19180992797214e-13,-4.49951623148392e-13,-2.57954009802137e-13,-1.5887875674563e-13,-8.01416565649191e-14,1.13083841539547e-14,3.08658258324342e-13,3.12867206496042e-13,3.3943613179951e-13,4.06847910959448e-13,3.77332972199706e-13,3.83713816107566e-13,4.64078397027888e-13,2.32422543072614e-10,3.92464789098243e-13,5.14222674564277e-13
"policyTRUE:curr_pts_reg9",3.91014088597786e-13,-8.69342889605454e-13,6.35730628465655e-13,1.17717142095047e-14,-2.82450667724042e-13,-2.89823499660147e-13,-3.25527812863006e-13,-3.60920475729394e-13,-3.09173499490903e-13,-1.55527730157657e-13,-1.55918451724032e-13,-1.70744241452334e-13,-2.11455945010494e-13,-1.77504270896872e-13,-1.79647669471942e-13,-2.35176290884088e-13,-2.06242914431302e-13,-1.53191912503543e-10,-2.37466672446082e-13,1.3610381878354e-14,4.05770296703349e-14,9.44596775200921e-14,7.84967500989802e-14,6.46636026057166e-14,5.73689967953729e-14,3.02149756403263e-14,5.06043148242662e-14,4.0471509809608e-14,3.10284532250896e-14,5.35798462194836e-14,1.88271934255473e-14,3.15196952080608e-14,1.88400677851641e-14,1.69170131602473e-14,3.76725293832113e-14,1.52523364614841e-14,-1.2078414098498e-12,-5.06409509703156e-14,5.26273953472001e-13,5.57973165506454e-13,6.35468072844341e-13,6.88532004337035e-13,6.05963465249336e-13,2.94091219130548e-13,2.98124072512598e-13,3.28087025472767e-13,3.92571936895392e-13,3.42736326432493e-13,3.5074110892018e-13,4.32815916781659e-13,3.92464789098244e-13,2.73583305574623e-10,4.71469025165895e-13
"policyTRUE:curr_pts_reg10-150",4.90696517693648e-14,-1.82437332526133e-13,1.12312644498879e-12,7.76213851504421e-13,1.73567790463945e-13,4.76387344016927e-14,-4.11554540559063e-15,-4.24841488311288e-14,-6.35577512880687e-14,-1.66353983543722e-13,-1.67197719460304e-13,-1.91687982485731e-13,-2.53794522875358e-13,-2.16070303213728e-13,-2.22626555879413e-13,-3.08797973948286e-13,-2.72239893126292e-13,-2.36386731859305e-13,-1.04149679144922e-10,3.09975583702595e-14,6.76387312763023e-14,1.44449834325245e-13,1.12221758132282e-13,8.76883224949578e-14,8.48879858084736e-14,3.46655750233389e-14,7.05837969820839e-14,5.00444793152562e-14,2.72723964582394e-14,1.00017942438081e-13,-1.27602978693166e-14,-2.78914848825567e-14,-8.66520626891205e-15,-3.90417929397805e-14,-5.58066399372533e-15,1.79201943555838e-14,-2.28992947524124e-12,-1.44695891309148e-12,-3.74104633217062e-13,-1.08010764247397e-13,1.27259125498451e-15,7.64491963791306e-14,1.15585224225809e-13,3.12086924432323e-13,3.21423294041504e-13,3.7029390583881e-13,4.71348973298307e-13,4.17419661436777e-13,4.33791843734637e-13,5.62511773098847e-13,5.14222674564275e-13,4.71469025165901e-13,1.61035212853677e-10
