"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"3.3","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp25-34",-4.59321281087744e-06,1.21475317578979e-06,-3.78119020589603,0.000156080365172064,NA,NA,5454392801
"3.4","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp35-44",-1.32291369262754e-05,1.20083429539087e-06,-11.0166215081069,3.17763018329355e-28,NA,NA,5454392801
"3.5","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp45-54",-5.54593501887178e-05,1.17120519563968e-06,-47.352377188207,0,NA,NA,5454392801
"3.6","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp55-64",-9.12953532470123e-05,1.17348374992405e-06,-77.7985662374283,0,NA,NA,5454392801
"3.7","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp65-199",-0.000126666059645865,1.16751141393918e-06,-108.492352308998,0,NA,NA,5454392801
"3.8","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg1",0.00042218675190176,5.67281837890753e-06,74.4227513913577,0,NA,NA,5454392801
"3.9","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg2",0.000479395736927993,2.66745344978472e-06,179.720375988823,0,NA,NA,5454392801
"3.10","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg3",0.000541253647744926,2.70701492470466e-06,199.944833257238,0,NA,NA,5454392801
"3.11","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg4",0.000866017130232324,9.603943101034e-06,90.1730800694857,0,NA,NA,5454392801
"3.12","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg5",0.000964555693087188,7.92489979512191e-06,121.712036495516,0,NA,NA,5454392801
"3.13","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg6",0.00112449727329378,1.05990811398914e-05,106.093845159987,0,NA,NA,5454392801
"3.14","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg7",0.00137435350719594,2.09508236305075e-05,65.5990204220269,0,NA,NA,5454392801
"3.15","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg8",0.00151001897674354,2.11781273872562e-05,71.300873260975,0,NA,NA,5454392801
"3.16","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg9",0.00116113284727322,1.9919243456714e-05,58.2920154470948,0,NA,NA,5454392801
"3.17","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg10-150",0.00197852526855357,2.40713829515483e-05,82.1940838437083,0,NA,NA,5454392801
