"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"3.40","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","weekdaySaturday",0.0918283609229427,0.00257862298012872,35.6113947756561,9.33427316621741e-278,NA,NA,6928125511
"4","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","(Intercept)",-9.22986813655444,0.00691219700896769,-1335.301659455,0,NA,NA,5244778633
"4.1","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policyTRUE",0.0506620096689231,0.00222343267524829,22.7854930049842,6.38599689852417e-115,1.11410910374767,7.87168393675632,5244778633
"4.2","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy01",0.0895933581685555,0.00703404355878157,12.7371059647056,3.67786243601983e-37,2.57759710208355,16.3264073424711,5244778633
"4.3","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy02",0.0454197958260693,0.0069322677048291,6.55193909987482,5.67947049939848e-11,1.25153786745001,7.74601649809416,5244778633
"4.4","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy03",-0.0338999215824462,0.00738818653694551,-4.58839546253002,4.46665884246012e-06,-0.792318978185539,-5.13463846684935,5244778633
"4.5","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy04",-0.170845333855927,0.00775858676686624,-22.020161530646,1.84604664774682e-107,-3.18290680109642,-21.1081691063267,5244778633
"4.6","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy05",-0.182892532505742,0.00825863065430491,-22.1456243972367,1.14957239724109e-108,-2.93268537718401,-22.1968410270571,5244778633
"4.7","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy06",-0.181977410999873,0.00714551853619929,-25.4673485315268,4.53589869557685e-143,-4.09855292329123,-22.1157351243268,5244778633
"4.8","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy07",-0.155201496914663,0.00707201818693253,-21.945856587507,9.48639728902625e-107,-3.52285105999824,-19.6253434632092,5244778633
"4.9","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy08",-0.199232199330031,0.00743847201486895,-26.7840221663509,4.96065101685565e-158,-4.0299094302368,-23.6019630101739,5244778633
"4.10","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy09",-0.371678045846499,0.0116882628420395,-31.79925459151,6.62846767136982e-222,-2.58073873385573,-34.1524442670603,5244778633
"4.11","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy10",-0.538472892428905,0.00945028957367753,-56.979512450999,0,-5.13855118650558,-38.7851933143161,5244778633
"4.12","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy11",-0.207474270523903,0.00801072070640072,-25.8995760965835,6.7333281722972e-148,-3.82208484115622,-24.2804372791622,5244778633
"4.13","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","policy_monthpolicy12",-0.0856648812770832,0.00716930132087677,-11.9488465392897,6.58325779943189e-33,-1.95683051686557,-12.0116215415564,5244778633
"4.14","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","age_grp20-24",0.0834887965822999,0.00554457956819667,15.0577326117179,3.07141450926772e-51,2.70261644743296,12.1352760367274,5244778633
"4.15","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","age_grp25-34",-0.0762129752952575,0.00513669966228279,-14.8369537457808,8.45072243364045e-50,-2.16186556247453,-10.22934477605,5244778633
"4.16","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","age_grp35-44",-0.120057184687966,0.00511990096763304,-23.449122443372,1.34944001253807e-121,-3.26791109530845,-15.7712529313646,5244778633
"4.17","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","age_grp45-54",-0.310388721891001,0.00517067327589557,-60.0286858846717,0,-7.16619790829554,-37.2073181089092,5244778633
"4.18","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","age_grp55-64",-0.542146447403188,0.00551884773916077,-98.2354420753833,0,-10.4374951634082,-58.3672551650048,5244778633
"4.19","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","age_grp65-199",-0.897636299569564,0.00632252233244644,-141.974397617071,0,-13.6596953109753,-82.6500440221,5244778633
"4.20","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","curr_pts_grp1-3",1.40337089885766,0.00223167054711241,628.843222703053,0,NA,NA,5244778633
"4.21","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","curr_pts_grp4-6",1.92605784518519,0.00331655639597668,580.740266476909,0,NA,NA,5244778633
"4.22","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","curr_pts_grp7-9",2.20231644558239,0.00529797664033264,415.690101163623,0,NA,NA,5244778633
"4.23","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","curr_pts_grp10-150",2.45052299323039,0.00710628167245769,344.838989809263,0,NA,NA,5244778633
"4.24","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month02",0.171465205621512,0.0053622980298138,31.9760678478115,2.34632103841357e-224,NA,NA,5244778633
"4.25","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month03",0.211153977950251,0.00520131413907452,40.5962747690956,0,NA,NA,5244778633
"4.26","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month04",0.157203476170207,0.0053664291979387,29.2938694189034,1.24144144127209e-188,NA,NA,5244778633
"4.27","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month05",0.195934482656504,0.00526099550154286,37.2428531062313,1.38300455312566e-303,NA,NA,5244778633
