"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"2.43","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg3",-7.11316943197285e-05,3.29417942651073e-06,-21.5931450932146,2.08343719269959e-103,NA,NA,4351027460
"2.44","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg4",-0.000110965684706437,9.73836283986921e-06,-11.3946960624778,4.44378443752463e-30,NA,NA,4351027460
"2.45","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg5",-0.00012793481294125,7.64294877448051e-06,-16.7389337173656,6.81992176390266e-63,NA,NA,4351027460
"2.46","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg6",-0.000159236083721773,9.26633605827566e-06,-17.1843631312682,3.47746544012657e-66,NA,NA,4351027460
"2.47","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg7",-0.000140003057555721,1.59574259914143e-05,-8.77353638557043,1.73141025392928e-18,NA,NA,4351027460
"2.48","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg8",-0.000202184875458114,1.55352864769041e-05,-13.0145572634722,1.01126874024029e-38,NA,NA,4351027460
"2.49","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg9",-0.000123056748063285,1.7080975591505e-05,-7.20431613546039,5.83358891570694e-13,NA,NA,4351027460
"2.50","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg10-150",-0.00054696579466517,1.31538618854931e-05,-41.5821451849361,0,NA,NA,4351027460
"3","all","4 yr.","mnwk","no","with","all","Female","LPM","(Intercept)",8.63383268841309e-05,1.92165035209249e-06,44.9292592641095,0,NA,NA,3642166888
"3.1","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE",3.42206145527066e-06,5.47666793924681e-07,6.24843699350026,4.14580444269002e-10,NA,NA,3642166888
"3.2","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp20-24",8.55595253144743e-05,2.13823470668562e-06,40.0140943587508,0,NA,NA,3642166888
"3.3","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp25-34",2.67134753507481e-05,1.81275992582828e-06,14.7363558572392,3.76564370661874e-49,NA,NA,3642166888
"3.4","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp35-44",1.10189355892662e-05,1.78711736241664e-06,6.16575935134209,7.01457030063739e-10,NA,NA,3642166888
"3.5","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp45-54",-7.06921735398191e-05,1.7250387003845e-06,-40.9800507803462,0,NA,NA,3642166888
"3.6","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp55-64",-0.00013787099752412,1.71574722588366e-06,-80.3562409684864,0,NA,NA,3642166888
"3.7","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp65-199",-0.000197849898329463,1.69632444088529e-06,-116.634467770922,0,NA,NA,3642166888
"3.8","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg1",0.000323082139791787,5.68150658598895e-06,56.8655751607388,0,NA,NA,3642166888
"3.9","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg2",0.00038174097616623,2.68582461902939e-06,142.131758515262,0,NA,NA,3642166888
"3.10","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg3",0.000443691202788074,2.72463492146275e-06,162.844276601238,0,NA,NA,3642166888
"3.11","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg4",0.000761977106749205,9.60916470882328e-06,79.2969139190159,0,NA,NA,3642166888
"3.12","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg5",0.000860537507548786,7.93142604843101e-06,108.497198649292,0,NA,NA,3642166888
"3.13","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg6",0.00102105907109068,1.06037918316914e-05,96.2918819321838,0,NA,NA,3642166888
"3.14","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg7",0.00126549372631995,2.09533464567486e-05,60.3957811193623,0,NA,NA,3642166888
"3.15","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg8",0.00140232860627745,2.1180520553608e-05,66.2084108239055,0,NA,NA,3642166888
"3.16","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg9",0.00105934663840079,1.99210915468575e-05,53.1771382059585,0,NA,NA,3642166888
"3.17","all","4 yr.","mnwk","no","with","all","Female","LPM","curr_pts_reg10-150",0.00186708858185014,2.40732891715414e-05,77.5585159362996,0,NA,NA,3642166888
"3.18","all","4 yr.","mnwk","no","with","all","Female","LPM","month02",6.97206245528955e-05,1.41312505848518e-06,49.3379012241377,0,NA,NA,3642166888
"3.19","all","4 yr.","mnwk","no","with","all","Female","LPM","month03",9.31584933273874e-05,1.40228674282219e-06,66.4332696605974,0,NA,NA,3642166888
"3.20","all","4 yr.","mnwk","no","with","all","Female","LPM","month04",8.90040866272422e-05,1.41192056066045e-06,63.0376021903167,0,NA,NA,3642166888
"3.21","all","4 yr.","mnwk","no","with","all","Female","LPM","month05",9.76517812749335e-05,1.40988158005513e-06,69.2623995208982,0,NA,NA,3642166888
"3.22","all","4 yr.","mnwk","no","with","all","Female","LPM","month06",7.68209115013793e-05,1.39704829652773e-06,54.9880141526333,0,NA,NA,3642166888
"3.23","all","4 yr.","mnwk","no","with","all","Female","LPM","month07",4.72049279435992e-05,1.35063562595943e-06,34.9501575675282,1.28792719460263e-267,NA,NA,3642166888
"3.24","all","4 yr.","mnwk","no","with","all","Female","LPM","month08",2.19283283113085e-05,1.31769300695864e-06,16.641454569089,3.49037400921871e-62,NA,NA,3642166888
"3.25","all","4 yr.","mnwk","no","with","all","Female","LPM","month09",0.000121427269711119,1.44900194880926e-06,83.8006255346336,0,NA,NA,3642166888
"3.26","all","4 yr.","mnwk","no","with","all","Female","LPM","month10",0.000109463321879587,1.42428451590032e-06,76.8549546509625,0,NA,NA,3642166888
"3.27","all","4 yr.","mnwk","no","with","all","Female","LPM","month11",0.000103445382734159,1.42780782106553e-06,72.4504945329138,0,NA,NA,3642166888
"3.28","all","4 yr.","mnwk","no","with","all","Female","LPM","month12",-0.000110293763097141,1.14599264503068e-06,-96.2429938581223,0,NA,NA,3642166888
"3.29","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayMonday",0.000157756442762901,9.92872643230907e-07,158.888900644443,0,NA,NA,3642166888
"3.30","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayTuesday",0.000209038948950114,1.04100535312271e-06,200.804874175775,0,NA,NA,3642166888
"3.31","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayWednesday",0.00022811340509915,1.05823287633863e-06,215.5606863098,0,NA,NA,3642166888
"3.32","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayThursday",0.000203833049888053,1.03828473331299e-06,196.317101993454,0,NA,NA,3642166888
"3.33","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayFriday",0.000148064876392871,9.85471441885076e-07,150.247759701329,0,NA,NA,3642166888
"3.34","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdaySaturday",2.54294111773529e-05,8.55269549137366e-07,29.7326278048847,2.90902896165241e-194,NA,NA,3642166888
"3.35","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg1",-5.54511032353025e-06,7.60854437626358e-06,-0.728800418228401,0.466123755757993,NA,NA,3642166888
"3.36","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg2",-2.59235440389824e-05,3.55599846137864e-06,-7.29008865457494,3.09751192077099e-13,NA,NA,3642166888
"3.37","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg3",-2.81524178522195e-05,3.76729410178771e-06,-7.47284844017362,7.8477235012759e-14,NA,NA,3642166888
"3.38","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg4",-1.68252636844006e-05,1.2380670617292e-05,-1.35899453305065,0.174148321163386,NA,NA,3642166888
"3.39","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg5",-1.4535816596441e-05,1.0608150026405e-05,-1.37024990787834,0.170608903991017,NA,NA,3642166888
"3.40","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg6",-5.63508081237152e-05,1.41119969937647e-05,-3.9931136711986,6.52112883815974e-05,NA,NA,3642166888
"3.41","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg7",-3.74432816007877e-05,2.6972327530425e-05,-1.38821099360266,0.165072805714918,NA,NA,3642166888
"3.42","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg8",-5.16966925380643e-05,2.78104369642172e-05,-1.85889537099258,0.0630419704526076,NA,NA,3642166888
"3.43","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg9",2.59457039837855e-05,2.67716201464922e-05,0.96914956367275,0.332470571531564,NA,NA,3642166888
